"x"
0,27200619644365
0,427947993823957
2,52881535592312
0,444146110233049
0,70727674280194
0,619921600895792
0,611464708199627
0,841806280502752
1,72660143000204
0,9009909788563
0,400362289771527
0,554188494533095
0,741542136359141
0,442507622177077
0,231245780742344
0,503585117596239
1,34692413839704
1,16894652934995
0,500310477937771
0,880567451708667
1,30565886053773
0,547491985317423
0,779085777606031
0,938533922328407
0,510773983537335
0,648350877408272
2,26348476745875
0,868992098167032
1,1945750113338
0,536953187167435
0,341440765918855
2,12656452872821
0,860003110562793
1,00081194050468
0,73270423991297
0,51869270313815
0,655380884527542
0,974926772256548
1,52969610251066
1,85458282811641
0,423275315729273
1,07481868074947
1,6548989505514
0,567147946941303
0,875718925947126
0,539615218138655
0,550372177231799
0,370640189012159
0,813339898985035
1,29695136773638
0,615822877351427
0,623157355267507
0,917422679615774
0,690738049208992
0,372364860655947
0,687583954885461
0,616485990468951
0,786408071501567
0,682053478528428
0,704570990216454
0,703696338563959
0,437015894112511
2,88838733411904
0,942241911265259
0,650792899798496
0,728241927140177
0,827176275395166
1,11208010160598
0,52972140991936
0,86071776475784
0,67918703509103
0,421895883211087
0,854828295764241
0,674113701450674
