"x"
3,51476662958957
4,87595258936082
4,26590907130817
3,84054446892839
6,03714800530915
2,82834289455283
7,34958003026602
3,05677043760293
4,22647050216647
5,50853931814207
6,18933678367925
2,33329900445274
5,25218255641529
4,36478702362569
7,2457113516169
5,75616560862609
3,13999641365596
3,88994558312122
8,20847746880685
1,20734112439368
2,04997645597303
2,40165998747813
5,7232126748794
2,52722977561251
2,30236622763739
2,68349089983441
3,33507378806572
5,54484884140824
6,11592894628016
7,01670474882182
2,82878508340105
1,87534321033302
2,24834742749502
3,47925637335418
5,70188094775765
3,52219998961384
3,06618822471386
3,76214615889025
5,35910136430023
5,56569996391662
8,48544715465633
7,4881981603403
5,95543182462903
2,34543731277799
3,76165283205737
4,41794235091359
2,43124498484686
8,70249699447239
6,32366156328253
7,03748367033262
3,73679236691183
8,4394814028371
1,42665208409396
10,6977920508836
7,31470000810961
11,8514041484606
5,96088670449589
4,43251875715084
4,12753578458658
1,77931883478455
3,23383242085639
3,3811665588159
6,15000105671399
