"x"
0,96079127220402
1,68424230184671
1,45017028710552
1,43449170876964
2,23940995266536
0,750410292835299
3,98759044119487
3,27929394085137
2,52626553090122
4,43925213701313
2,56065299477253
1,59752762900865
3,39409481324127
1,61321294651343
1,90019221467756
0,962945242662409
1,17513635666735
2,52128730145203
2,30825826847757
2,62747293310238
1,54880856588345
2,04398692016741
1,36179685589729
1,66021156032816
2,04380921797832
4,44616211424983
2,47689174027378
1,10787815043832
0,875062541308123
3,30791885698593
1,68242601134342
1,79586686420286
1,89940355668478
1,8975998593894
3,55749445585131
0,90986846269548
2,27815796489308
2,60034454155654
1,97653360277594
1,84909759020524
1,95779370042812
1,42371166246161
2,24786512293141
2,03388238531093
1,20034403598882
1,79836904543385
3,80386181329672
2,49111355278013
1,12826263713274
4,855368999513
2,49754854206665
1,73015308181717
2,31859181315089
1,77478106771239
3,74441096156258
2,95012694140624
3,23426198691824
4,06248734990369
1,142744089062
0,826648748959023
1,74587738375962
4,07941869341937
3,28157947027896
2,02090008658462
1,03544893884424
2,61885424073404
2,69777904112974
4,91471091462604
2,56828907428233
2,59901349508802
3,05662490671615
1,48559419145908
0,94862720186443
0,92652329841142
1,71903449338684
3,02465531533219
3,67717732993136
2,39737559525315
2,81856587258827
1,69779959928156
1,43006348922469
1,12091657817474
1,46428710728474
1,27626616183341
1,58575927246158
2,52250288499084
2,630018926312
3,38946290249672
2,4941947849509
2,93448636133983
1,60059220678647
1,79297409336611
3,63678514063779
2,59318444094183
2,70070592957276
1,55979929388578
2,68327464178342
1,71940028568187
1,36799185189971
1,51095048508911
