"x"
1,46259898498542
0,908102971500695
1,04955809259335
1,62668255984923
0,530859604250097
1,19111264136597
2,23461284483429
0,974414819206108
0,644156593185494
1,58921666452297
2,34082832389563
2,65154790028669
0,759011173822888
1,70135874234053
2,03932853583135
1,47163907213126
1,11169364459156
0,925100922778616
0,647124451878026
0,984552410924393
1,85653089741472
0,483770972842858
0,712870210567049
1,77358677820032
2,49718011883789
2,47876488892069
1,16170681080516
0,989838388407637
2,27850755997296
1,49187708133402
1,21698484125269
2,43594968280276
0,650950858378499
0,646166246785683
0,819922528988902
1,26554311685715
2,83231038290132
1,68077574246109
1,04639317997085
0,775883422048718
1,15386525431969
3,72641181368653
3,43695630208825
2,51662568951337
1,9450851794816
0,791553330180695
1,52849146911255
1,08508995534279
0,622634713206774
1,20427831675599
1,57185171663406
1,15866784731627
0,815763933756417
1,58030837604228
0,297808763746968
1,36900898541039
0,678038075895083
1,55216891511457
2,27007608204348
1,45391918343402
1,53112379238334
2,59818355832829
4,48833663415947
0,933650146306484
1,01669364259303
1,72397720362531
0,949889003502751
1,07589030306257
