"x"
1,52516599746078
8,06422070582131
3,46076119437686
7,24816620795641
3,57088224180583
2,55074122242122
3,53560122034032
12,0376419896175
13,4482758273009
4,24130178893049
3,2554766700482
12,1406428027495
9,57322818254648
4,4986938749632
7,70075895770593
2,97897803166439
13,4692211282985
2,06728655423387
3,70147545343558
2,85963969739238
13,0718073002434
11,0991109271955
7,36339068853157
4,1891791330934
3,97797862664769
5,77940570704236
6,91105301187988
6,48132632383873
7,77571534285404
13,3439873404437
1,82956766069381
5,38196253009466
10,6048187460506
3,60099628031122
4,60453290908376
6,48242825532453
3,83137102010856
4,0591792928341
5,78162957734908
3,82761213088548
5,26857147505141
7,38802093420849
2,57079733896778
5,39654999304679
10,6418086902983
8,9398271153665
11,5016289597591
12,9459989364868
4,93896863948877
7,28388096896211
8,73530458602275
4,7130381676529
9,16169070049554
11,8191287015619
13,1190674164863
7,1561577938119
7,08655417798192
10,1463381098779
3,27727417202282
5,54570290875086
3,51047069638891
8,06396571378814
2,59764067571694
4,81169514465914
7,94930652759828
4,92056801766679
3,51898744709821
7,33025958147924
1,1920865662158
10,1948841442083
3,25286310894907
4,57406718137218
4,88787603655757
4,62352857951898
5,00032833545636
4,06430670576593
6,1801246564877
6,89664406751436
3,5542156049951
3,774230558787
3,95823187431137
4,09860920981833
2,42358951635194
3,16293846230136
4,12013617757076
2,55532656111555
3,9351928771672
8,13187130197989
9,48763476065146
3,34265448869282
12,5852167200774
10,3418146143156
7,49625680320677
