"x"
0,559551218375883
1,64491058470884
1,07395722856861
0,833051072021192
0,904899344355803
1,03114464588211
1,24815610957195
0,601569147103116
0,551760020829883
0,856327878101884
0,745326123466893
1,4359849227822
0,612630132365029
0,837315963347049
2,49121712519423
1,73688385155909
1,33061709048723
1,26775403883573
0,745913767397396
1,14962026642538
1,6121379797105
1,77276438680006
1,20121684330486
0,918669380440651
1,03304539338782
0,688892130667169
1,45562706310617
0,777635641345979
1,49808149092734
1,18942200572719
1,35328722311921
1,53840985144967
0,650830175488249
0,98554365338574
1,27909262173719
0,706682745311576
0,694052041002326
1,04893485041499
0,760100166437567
0,806126217908838
1,32212025472966
0,880047716878565
1,20444371985812
1,47413964254774
1,3396285128545
0,836209301781174
0,683674666339605
0,864338623534786
1,15133147367686
0,453530747454589
1,29148370322278
1,05795154790577
1,06461644998469
1,00711765359635
0,853200225406192
2,07299212646271
1,2006591537032
0,471843212625947
0,676487830698036
0,868336555772759
0,912805028608071
