"x"
5,64656168065313
5,6625563055726
2,97271966565679
2,38653740881059
4,05697111423002
3,55441008208993
2,37973833955416
5,55046595326442
3,32698242675223
4,18240033059784
3,3882439459606
3,86444726953423
4,15560422837053
2,08135945945777
5,68990436499347
5,93864352427105
3,48346191334809
2,28889191914868
3,84144271452081
2,33743179313907
1,38457393826418
2,50572646722213
3,01632046348837
2,04854620511166
1,33494400129845
4,79828603881993
2,61712177763563
2,00494388329295
3,38053309246459
5,20930193087644
4,73234013277413
4,58351683089078
2,79575257603106
3,48960647622713
4,08799908106218
2,40401423028571
3,7531421319948
2,19748250947943
3,93425385555072
1,92543852904533
2,73392633333789
4,84736417020206
4,34746163495344
2,0445500479264
3,96190706267558
6,67769374728381
2,28731175130333
2,29285590372114
4,36240172381753
5,3199553403728
6,39052725242334
2,33342056107385
2,97734857330297
4,22732176974253
5,85776221549306
3,72879758579615
4,27666680817455
2,815385808969
