"x"
0,790416320194159
0,370166227464575
0,273322236270539
0,827142976021446
0,672667550185004
0,378676020563977
0,814890563899822
1,03990542943597
0,431303463031237
0,47537416656407
0,360787924898841
0,714669708871971
1,36694555750849
0,554127040112778
0,359757636795516
0,600569467687569
0,46674368051916
0,689117068903778
0,762782924012574
0,354173464942572
0,900275915061515
0,482593764315104
0,687669839859469
0,480254152711784
0,533057044650049
1,88186164769641
0,38696362336365
0,210573908938266
0,231497448470502
0,781931937382972
0,542985816039284
0,63711975820368
0,469006581675768
0,573539338337905
0,572020236331609
0,260940248128044
0,889032278682762
0,261713303442475
0,539266333835382
0,413959778757706
0,248894878339719
0,939890353915338
0,365818629983904
0,73497848084073
0,526965236794906
0,388392333374764
0,913313093650933
0,359861963838384
0,371763963227455
0,339016142733564
